LS,TO,VBN,'',WP,UH,VBG,JJ,VBZ,--,VBP,NN,DT,PRP,:,WP$,NNPS,PRP$,WDT,(,),.,",",``,$,RB,RBR,RBS,VBD,IN,FW,RP,JJR,JJS,PDT,MD,VB,WRB,NNP,EX,NNS,SYM,CC,CD,POS,class
0,5,7,2,2,0,0,37,14,0,7,62,35,11,9,1,0,3,1,0,0,15,18,3,0,22,0,1,0,31,2,0,8,1,0,3,11,0,6,0,8,0,14,6,1,0
0,1,1,1,0,0,1,10,12,0,2,14,17,5,0,0,0,0,2,0,0,7,18,1,0,8,0,0,0,6,0,0,0,0,0,0,1,0,35,0,3,0,4,1,0,0
0,5,10,0,0,0,2,4,3,0,0,21,13,6,5,0,0,1,2,0,0,5,9,2,0,3,0,0,7,17,0,2,0,0,0,1,4,0,4,1,3,0,4,3,0,0
0,2,2,0,0,0,1,11,9,0,5,39,28,12,8,0,0,2,0,0,0,18,3,2,0,10,1,0,3,21,0,0,16,1,0,3,7,1,2,0,4,0,0,4,0,0
0,9,5,2,0,0,4,25,10,0,7,53,30,9,10,0,0,6,0,0,0,21,10,2,0,18,0,0,2,18,1,2,21,0,0,6,14,0,2,0,17,0,11,4,0,0
0,3,8,0,0,0,2,17,0,0,3,26,12,6,10,0,0,1,0,0,0,6,7,2,0,18,1,0,4,17,2,1,8,0,0,4,9,1,9,1,5,0,9,1,0,0
0,3,6,0,1,1,4,22,8,0,1,51,11,3,18,0,0,2,0,0,0,8,4,2,0,9,1,0,0,20,0,0,32,1,0,4,7,0,3,0,7,11,9,3,0,0
0,3,2,5,0,0,3,17,9,0,7,41,19,17,14,0,0,2,2,0,0,29,5,2,0,8,0,0,2,22,0,1,12,1,0,1,5,1,9,0,11,0,4,4,0,0
0,3,3,0,0,0,1,11,4,0,4,25,13,9,5,0,0,1,0,0,0,31,8,2,0,6,0,0,2,14,1,0,9,1,0,2,5,1,5,0,8,0,3,6,0,0
2,0,2,0,0,0,1,4,4,0,4,13,10,2,0,0,0,1,0,0,0,4,2,2,0,5,0,0,1,4,2,0,2,0,0,0,2,0,0,0,1,0,2,2,1,0
0,4,3,0,0,0,6,10,3,0,7,35,19,11,7,0,2,3,3,0,0,10,8,2,0,9,0,1,11,21,0,2,12,0,0,0,6,1,12,0,7,0,7,3,0,0
0,11,11,2,7,0,18,66,24,0,19,90,57,22,16,1,0,7,4,0,0,21,30,2,0,51,2,0,4,68,2,6,30,0,1,8,17,3,38,3,27,0,33,4,0,0
0,5,2,0,1,0,2,14,3,0,5,18,13,7,2,0,1,1,0,0,0,17,1,2,0,7,0,0,3,14,0,0,4,0,0,1,6,0,14,0,6,0,6,2,0,0
0,3,1,1,0,0,1,21,2,0,2,25,17,11,4,0,0,7,1,0,0,16,6,1,0,10,0,0,8,19,0,1,1,0,2,0,6,1,2,1,10,0,6,3,0,0
0,5,5,0,1,0,2,8,11,0,4,26,13,7,0,1,0,5,1,0,0,6,2,2,0,3,0,0,3,20,0,3,0,2,0,1,5,0,23,0,5,0,9,1,1,0
0,0,2,1,0,1,0,18,6,0,3,22,16,3,4,0,0,2,0,0,0,8,10,3,0,2,0,0,2,10,0,0,9,0,0,0,1,0,12,0,7,0,7,2,0,0
0,8,1,0,1,0,5,10,10,0,9,28,17,17,0,0,0,4,0,0,0,8,6,2,0,8,0,0,1,16,0,0,0,0,0,1,10,3,6,0,2,0,4,2,0,0
0,1,3,1,0,0,0,8,4,0,1,26,19,11,5,0,0,1,1,0,0,31,9,1,0,5,0,0,5,14,0,0,9,1,0,2,3,1,11,1,4,0,8,3,0,0
0,5,8,0,0,0,4,18,7,0,6,40,24,18,7,0,0,1,0,0,0,14,4,2,0,14,0,1,4,33,1,0,13,1,1,5,13,0,4,3,10,0,8,3,0,0
0,4,5,0,0,0,1,12,10,0,1,14,20,7,6,0,0,2,0,0,0,11,1,2,0,6,1,0,7,13,1,0,0,2,1,1,5,0,9,1,4,0,6,1,0,0
0,1,2,1,1,2,1,17,5,0,1,30,19,5,8,0,0,1,2,0,0,14,9,3,0,13,0,1,9,9,0,1,16,0,0,0,0,0,15,0,5,0,6,5,0,0
0,4,1,2,0,0,1,12,4,0,7,39,22,8,2,0,0,1,0,0,0,20,14,4,0,13,1,0,7,25,1,6,1,1,0,4,11,1,17,0,7,1,10,8,3,0
0,2,1,1,0,1,0,7,7,0,2,21,13,4,7,0,0,0,0,0,0,9,7,1,0,3,0,0,1,7,0,2,12,1,0,1,3,0,6,0,5,0,2,1,0,0
0,3,3,0,0,0,4,33,9,0,6,38,32,5,4,0,0,3,3,0,0,15,19,2,0,13,1,0,3,30,1,0,2,2,0,2,6,1,12,1,11,0,8,4,0,0
0,6,4,0,2,0,3,22,5,0,4,35,37,9,12,0,0,2,1,0,0,20,4,2,0,20,0,0,18,23,0,5,8,0,0,0,9,5,28,3,12,0,11,4,0,0
0,13,18,2,5,0,15,31,21,0,16,98,66,42,8,0,0,6,3,0,0,23,27,4,0,30,0,0,20,52,0,5,16,0,2,3,14,6,24,1,28,0,16,8,0,0
0,31,25,23,3,1,22,103,38,0,17,182,107,22,26,0,1,14,9,0,0,42,61,26,0,55,1,0,28,123,6,3,39,5,3,8,36,5,54,3,52,0,37,8,1,0
0,5,8,3,3,0,9,15,4,0,9,56,40,23,7,0,0,2,1,0,0,18,11,5,0,22,1,2,13,46,2,3,13,1,0,11,16,2,18,0,13,1,5,4,0,0
0,12,19,7,7,0,9,49,20,0,5,72,46,22,5,0,0,2,6,0,0,17,53,4,0,32,0,0,15,64,2,4,0,2,0,2,10,6,64,0,13,0,13,10,5,0
0,17,14,0,2,1,32,79,45,0,22,150,107,37,26,0,3,6,16,0,0,36,62,2,0,71,4,1,14,113,0,5,27,2,0,7,27,6,25,0,43,0,33,6,0,0
0,2,6,2,1,0,2,19,10,0,11,36,38,14,1,0,1,1,3,0,0,19,14,4,0,26,0,1,8,23,6,0,1,2,2,2,5,1,9,0,11,1,8,6,0,0
0,3,1,1,1,0,6,11,5,0,6,26,13,7,0,0,0,2,0,0,0,10,6,5,0,15,0,0,2,16,3,0,0,1,0,1,1,0,10,0,13,2,6,2,0,0
0,2,3,0,1,0,3,14,2,0,5,26,28,7,0,0,0,1,1,0,0,13,5,2,0,6,0,0,10,18,0,1,0,1,1,2,5,1,2,2,8,0,5,4,0,0
0,13,11,7,7,0,15,36,15,0,15,78,51,37,13,0,0,11,3,0,0,37,26,4,0,29,0,1,25,45,0,5,22,1,2,4,12,5,21,2,21,1,14,3,5,0
0,5,3,0,0,0,4,14,5,0,7,24,10,7,2,0,0,2,1,0,0,8,3,2,0,9,0,0,5,13,0,3,5,0,0,1,3,0,1,0,6,0,5,1,0,0
0,5,1,2,0,0,2,2,5,0,2,24,20,11,4,0,0,5,1,0,0,8,2,4,0,5,0,0,2,20,0,1,9,1,0,2,9,1,14,0,3,0,4,2,0,0
0,7,1,2,1,1,2,13,9,0,3,30,28,7,1,0,1,0,2,0,0,14,7,6,0,7,1,0,5,18,0,0,0,0,0,1,12,1,14,0,9,4,6,1,1,0
0,1,1,0,0,0,1,5,0,0,0,31,20,7,6,0,0,3,0,0,0,9,5,2,0,6,0,0,9,17,0,1,12,0,0,1,4,1,15,0,6,0,7,1,0,0
0,5,3,0,1,0,3,19,6,0,12,25,28,18,6,0,0,0,4,0,0,7,11,2,0,18,3,0,5,24,0,2,14,0,0,2,9,1,1,0,10,0,12,3,0,0
0,1,2,31,2,0,3,48,5,0,4,94,30,9,64,1,2,1,1,0,0,40,47,33,0,11,0,0,4,57,40,1,89,1,0,2,6,1,165,0,12,20,25,23,0,0
0,8,2,0,3,0,3,10,4,0,2,27,25,5,0,0,0,0,0,0,0,9,4,2,0,10,0,0,9,10,0,0,0,0,0,2,9,1,2,0,8,0,7,5,2,0
0,21,21,18,5,3,15,69,22,0,20,182,79,30,32,0,3,16,3,0,0,35,47,21,0,32,3,0,21,82,12,5,57,3,0,6,26,6,45,2,40,2,19,11,0,0
0,4,0,0,2,0,5,16,2,0,13,24,25,15,2,0,1,2,1,0,0,12,14,2,0,14,0,0,16,20,0,0,6,1,1,1,8,3,9,0,12,0,9,2,0,0
0,17,17,5,9,0,9,66,30,0,14,116,90,16,11,0,0,10,4,0,0,26,42,4,0,56,3,0,15,91,4,5,10,2,2,3,16,4,31,1,42,0,22,4,2,0
0,3,6,1,1,0,2,15,13,0,7,26,21,19,1,0,0,3,0,0,0,10,8,3,0,13,0,0,5,25,0,2,0,0,0,2,8,0,2,1,9,0,5,1,0,0
0,11,13,4,4,3,7,24,1,0,9,79,53,28,7,0,0,1,2,0,0,38,22,6,0,36,1,0,28,49,3,2,12,4,1,2,16,1,7,0,16,0,21,6,0,0
0,0,5,0,2,0,2,4,8,0,3,20,16,4,0,0,0,3,0,0,0,4,15,2,0,9,0,0,0,14,0,2,0,1,0,0,2,0,11,0,6,0,6,1,0,0
0,8,9,0,2,0,5,30,13,0,8,62,33,5,4,0,0,2,3,0,0,17,23,2,0,16,0,1,1,34,0,0,9,0,0,2,9,1,34,0,12,0,7,3,0,0
0,0,1,0,0,0,2,6,3,0,4,12,17,5,0,0,0,0,1,0,0,7,9,2,0,4,0,0,0,8,0,0,0,1,1,2,3,0,0,0,7,0,4,2,0,0
0,2,2,0,0,0,1,5,3,0,0,13,7,2,1,0,0,1,0,0,0,3,1,2,0,4,0,0,0,7,0,1,0,0,0,0,1,0,4,0,1,0,1,3,0,0
0,8,9,3,0,0,8,19,9,0,3,53,32,11,4,0,0,2,1,0,0,13,8,5,0,13,0,0,12,27,0,0,8,1,0,4,12,2,15,0,7,1,9,3,1,0
0,3,2,1,1,0,5,21,9,0,0,37,19,5,0,0,0,6,1,0,0,8,28,1,0,5,0,0,3,20,0,0,0,0,0,1,2,0,10,0,9,0,9,2,0,0
0,3,5,0,0,0,7,8,2,0,5,21,17,13,0,0,0,3,1,0,0,7,6,2,0,5,2,0,9,18,0,0,2,1,0,4,6,2,0,0,7,0,6,4,0,0
0,6,1,9,0,0,3,21,2,0,2,38,28,4,21,0,1,0,0,0,0,10,15,10,0,4,0,0,6,23,2,3,13,1,1,1,10,1,50,0,9,1,9,9,0,0
0,11,10,2,3,1,9,24,19,0,5,72,28,27,19,0,0,8,2,0,0,45,17,4,0,20,0,0,10,41,2,4,23,0,0,3,17,1,30,0,14,1,7,4,0,0
0,6,3,2,0,0,1,13,4,0,0,20,13,4,4,0,0,1,0,0,0,9,7,4,0,9,0,1,3,10,0,0,8,0,0,8,12,1,22,1,4,1,6,3,0,0
0,4,2,1,2,0,0,4,4,0,5,17,14,4,0,0,0,2,0,0,0,3,4,2,0,4,0,0,0,13,0,2,0,1,0,0,4,0,0,0,7,0,3,2,1,0
0,10,9,3,3,0,4,34,14,0,2,91,44,15,20,0,0,5,4,0,0,26,22,5,0,22,0,1,13,44,3,0,24,0,2,3,10,0,39,1,21,3,16,5,1,0
0,2,6,3,0,0,8,15,7,0,2,52,39,3,7,0,0,4,5,0,0,6,6,5,0,14,0,0,8,34,0,0,13,0,0,3,4,4,7,2,28,0,7,11,2,0
0,7,4,2,1,0,5,15,15,0,6,35,23,3,5,0,0,5,1,0,0,7,10,5,0,11,0,0,2,32,2,0,0,2,1,1,4,3,39,0,11,0,7,2,4,0
0,2,1,0,1,0,1,7,2,0,2,8,9,10,1,0,0,0,0,0,0,6,6,2,0,5,0,0,6,5,0,1,0,0,0,1,3,1,7,0,4,0,3,3,0,0
0,5,6,1,2,0,4,7,4,0,0,35,16,3,2,0,0,2,1,0,0,4,3,3,0,1,0,0,2,21,0,1,5,0,0,1,6,0,15,0,4,0,2,2,1,0
0,5,5,1,1,0,4,12,2,0,1,30,20,6,0,0,0,1,0,0,0,8,5,3,0,4,0,0,10,19,3,3,0,1,0,2,8,1,3,0,5,0,7,2,0,0
0,0,3,2,0,0,1,9,1,0,2,15,11,5,2,0,0,3,0,0,0,6,11,2,0,3,2,0,6,18,2,1,1,2,0,0,1,0,14,0,6,0,5,7,0,0
0,8,8,2,3,0,3,35,19,0,4,64,32,8,11,0,0,8,3,0,0,10,31,2,0,25,0,0,0,37,2,4,16,0,0,2,10,0,35,1,16,0,11,4,0,0
0,0,3,1,1,0,0,15,5,0,6,25,25,3,9,0,0,0,0,0,0,9,9,3,0,10,0,0,1,24,0,0,12,1,0,2,3,2,2,0,16,0,7,5,0,0
0,1,5,0,1,0,3,9,9,0,1,19,11,4,2,0,0,6,0,0,0,5,6,2,0,9,0,0,1,12,0,1,4,0,0,0,1,1,6,0,5,0,5,3,0,0
0,5,5,0,1,0,4,19,4,0,3,50,32,9,9,0,0,4,1,0,0,8,11,2,0,13,0,0,8,30,1,4,16,0,0,2,8,1,6,0,17,0,7,2,0,0
0,1,1,1,0,0,1,20,21,0,3,51,25,10,0,0,0,11,0,0,0,16,16,1,0,5,0,0,2,31,0,0,4,1,0,0,0,2,19,0,11,0,12,4,0,0
0,17,27,0,2,0,15,56,18,0,6,128,63,27,17,0,0,13,4,0,0,21,34,2,0,50,1,0,18,86,20,3,16,2,1,1,13,8,34,0,16,0,18,16,0,0
0,2,1,1,0,0,2,19,5,0,3,36,19,3,1,0,0,1,1,0,0,6,7,2,0,8,0,0,4,21,2,0,0,2,0,1,5,0,1,0,10,0,4,2,1,0
0,25,25,4,15,0,23,85,48,0,13,190,105,38,42,0,1,21,6,0,0,40,78,6,0,57,3,3,26,123,8,2,43,4,0,4,22,1,73,2,43,1,37,10,0,0
0,2,2,0,0,0,0,6,3,0,1,10,7,3,0,0,0,0,1,0,0,4,4,2,0,5,0,0,1,9,0,0,0,0,0,1,2,0,3,0,0,0,1,1,0,0
0,8,4,5,1,0,2,22,7,0,10,50,28,14,10,0,0,8,3,0,0,25,11,7,0,15,0,0,12,26,5,1,20,1,1,3,16,4,29,0,13,1,19,6,0,0
0,18,9,1,5,0,13,37,18,0,11,93,52,24,10,0,0,9,1,0,0,27,21,3,0,45,0,0,7,57,4,4,20,0,0,9,27,1,27,1,17,0,21,6,0,0
0,11,11,0,1,0,13,54,11,0,8,82,57,22,11,0,0,4,2,0,0,13,22,2,0,31,3,0,14,62,0,2,18,1,4,4,11,0,18,1,14,0,16,13,0,0
0,2,4,2,2,1,3,10,4,0,6,31,19,8,7,0,0,1,1,0,0,26,5,2,0,6,0,0,2,22,1,2,12,2,0,1,5,0,16,0,8,0,3,4,0,0
0,5,1,0,0,0,7,7,1,0,3,23,15,8,2,0,0,2,0,0,0,6,8,2,0,10,0,0,4,18,0,0,0,0,0,0,6,1,10,0,4,0,2,2,0,0
0,3,4,0,0,0,1,16,7,0,3,35,22,8,2,0,0,2,2,0,0,15,7,2,0,18,0,0,3,18,0,0,4,1,0,2,6,0,6,0,4,0,8,6,2,0
0,2,3,2,0,0,4,11,8,0,6,18,13,11,3,0,0,0,0,0,0,8,5,4,0,9,0,1,1,16,1,2,1,0,0,1,7,2,6,0,6,0,7,1,0,0
0,18,14,3,4,0,9,34,14,0,10,59,38,19,6,0,0,5,2,0,0,18,12,5,0,37,0,1,5,46,2,1,9,2,3,8,23,2,21,2,16,0,15,9,0,0
0,5,5,3,0,0,13,19,11,0,8,57,26,15,21,0,0,2,0,0,0,23,12,5,0,17,0,0,11,36,0,3,26,0,0,5,12,0,21,1,12,1,9,9,0,0
0,7,14,3,2,0,7,32,21,0,5,58,36,15,14,0,0,6,1,0,0,32,20,5,0,19,0,1,7,30,2,3,21,2,0,3,11,0,30,2,19,1,12,7,0,0
0,5,2,1,0,0,1,19,4,0,2,25,18,10,0,0,0,2,1,0,0,8,6,3,0,8,0,0,5,17,0,0,2,1,0,0,8,0,10,0,7,0,5,2,1,0
3,7,4,0,0,0,3,3,1,0,1,33,9,8,16,0,0,4,1,0,0,18,2,2,0,8,0,0,8,9,0,0,32,1,0,1,9,1,1,1,1,0,5,1,0,0
0,6,16,1,3,0,6,29,23,0,5,103,77,18,16,0,2,6,3,0,0,28,14,2,0,25,1,1,19,81,0,2,32,2,0,3,12,2,85,2,16,0,14,8,1,0
0,4,5,0,1,0,4,27,12,0,5,58,28,4,5,0,0,6,0,0,0,12,21,2,0,8,0,0,3,36,2,2,5,0,0,1,5,1,58,0,12,0,13,4,0,0
0,7,3,4,0,0,2,22,5,0,5,41,27,10,10,0,0,0,0,0,0,12,13,2,0,11,1,0,8,22,0,3,22,1,0,1,5,0,7,0,12,0,6,3,5,0
0,11,2,1,1,0,6,28,13,0,9,70,40,24,18,0,0,6,2,0,0,36,4,3,0,19,0,0,11,30,0,0,33,1,0,2,20,2,14,0,10,0,11,2,0,0
0,9,4,3,1,4,9,39,22,0,14,74,62,28,6,0,0,11,3,0,0,33,30,5,0,28,0,0,6,60,1,2,2,1,0,7,18,2,51,1,25,2,21,11,0,0
0,0,2,1,0,1,2,9,2,0,3,16,17,9,0,0,0,1,0,0,0,8,10,2,0,13,0,0,7,15,0,0,0,1,0,0,0,1,13,0,7,0,6,1,1,0
0,0,1,0,0,0,0,9,3,0,1,11,9,7,0,0,0,1,0,0,0,7,3,2,0,4,0,0,7,4,0,2,0,1,0,0,0,0,4,0,5,0,3,2,0,0
0,1,5,5,2,0,3,27,4,0,0,40,14,1,1,0,0,4,2,0,0,3,14,7,0,10,0,0,2,19,2,2,0,0,0,0,1,0,23,0,3,2,5,3,0,0
0,6,12,2,2,0,10,34,24,0,15,71,44,19,9,0,0,1,4,0,0,19,21,2,0,31,1,0,3,50,0,5,5,0,1,5,11,0,4,2,23,0,30,2,0,0
0,2,2,1,2,0,8,26,10,0,9,54,44,12,12,1,0,1,0,0,0,16,14,3,0,17,2,0,3,40,0,0,13,2,1,3,7,0,11,1,12,0,12,1,2,0
0,3,6,1,0,0,2,12,4,0,8,30,17,10,7,0,0,2,0,0,0,12,11,2,0,11,1,0,1,18,0,1,5,0,0,0,2,2,4,0,10,0,5,5,0,0
0,1,1,1,0,0,0,4,1,0,0,7,8,2,0,0,0,0,1,0,0,3,1,3,0,4,0,0,2,6,0,0,0,0,0,2,4,0,4,0,5,0,3,6,0,0
0,16,11,4,4,0,21,78,49,0,21,204,137,24,25,1,0,16,8,0,0,51,76,2,0,55,0,1,0,116,5,6,44,1,0,2,21,1,26,9,38,2,43,6,2,0
0,5,2,0,2,0,7,5,11,0,6,34,10,18,6,0,0,2,1,0,0,13,9,4,0,10,0,0,4,13,0,4,12,1,0,0,6,2,4,1,3,3,8,2,0,0
0,5,1,2,4,1,4,4,1,0,7,37,16,29,6,0,0,2,0,0,0,24,8,6,2,20,0,0,23,13,2,2,12,0,0,2,10,1,0,1,2,3,6,3,0,0
0,6,2,0,1,0,2,8,13,0,3,34,17,12,5,0,0,5,0,0,0,5,6,2,0,8,0,0,3,15,1,3,4,0,0,1,6,1,13,0,2,3,8,4,1,0
0,10,10,8,4,0,3,41,15,0,12,64,45,12,6,0,0,5,1,0,0,20,29,8,0,23,0,0,6,52,0,0,1,1,0,2,7,2,57,1,19,4,12,13,0,0
0,10,7,3,4,1,9,47,25,0,3,60,41,9,6,0,0,5,1,0,0,10,31,5,0,20,1,0,0,33,0,0,11,2,1,1,12,2,15,1,16,0,15,5,0,0
0,3,4,0,0,0,0,16,4,0,5,19,16,8,7,0,0,1,2,0,0,7,11,2,0,6,1,0,5,17,0,0,4,1,0,3,7,1,7,1,8,0,5,1,0,0
0,0,1,0,2,0,3,10,5,0,2,23,5,0,2,0,0,0,1,0,0,7,3,2,0,3,1,0,0,11,0,0,1,0,0,2,2,1,3,0,6,0,5,1,0,0
0,5,6,1,3,0,5,56,8,0,8,79,43,12,15,0,0,3,2,0,0,15,27,5,0,35,2,0,10,49,5,2,20,0,0,5,12,2,20,1,19,0,18,7,0,0
0,1,3,1,1,0,1,17,2,0,7,31,7,5,8,0,0,3,0,0,0,12,6,3,0,10,0,0,0,12,4,1,12,1,0,1,3,3,1,1,9,0,7,2,0,0
0,23,9,1,7,0,16,39,23,0,4,91,44,25,11,0,0,19,5,0,0,28,22,3,0,26,0,0,12,58,4,9,21,0,1,3,19,2,62,1,12,0,13,3,0,0
0,0,4,0,0,2,1,8,5,0,1,18,13,4,0,0,0,0,0,0,0,5,6,2,0,5,1,0,1,10,0,1,0,0,0,2,2,0,1,0,1,0,2,1,0,0
0,10,17,8,3,0,5,34,23,0,12,90,63,14,3,0,1,8,1,0,0,24,13,9,0,24,1,0,3,53,4,1,4,0,0,11,20,1,23,0,30,0,18,13,7,0
0,1,4,0,1,0,2,9,4,0,2,26,14,6,5,0,1,2,0,0,0,8,13,2,0,8,0,0,3,12,0,0,8,0,0,1,2,2,8,0,3,0,2,1,0,0
0,11,6,5,4,0,10,18,15,0,9,59,34,14,16,0,0,2,3,0,0,15,17,7,0,21,0,0,4,30,0,3,21,1,1,5,17,0,24,1,18,13,17,5,0,0
0,2,3,0,0,0,3,15,4,0,5,19,18,6,0,0,0,2,0,0,0,11,4,2,0,10,0,0,7,13,0,1,0,0,0,1,2,0,6,0,8,0,7,4,0,0
0,1,1,0,0,0,1,6,1,0,1,11,4,11,4,0,0,1,0,0,0,6,7,2,0,7,0,0,6,9,0,0,8,0,0,2,1,0,0,0,2,0,2,1,0,0
0,28,14,7,5,0,24,73,31,0,12,164,86,29,13,1,0,18,8,0,0,27,33,3,0,37,2,1,20,124,3,2,28,4,0,6,28,1,36,1,47,1,27,13,2,0
0,4,0,0,1,0,2,13,2,0,8,25,10,19,1,0,0,5,1,0,0,12,14,2,0,5,0,0,3,20,2,1,1,0,0,6,13,0,14,1,10,0,10,4,0,0
0,4,8,10,2,0,2,16,6,0,8,44,30,5,3,3,4,5,2,0,0,7,8,10,0,17,1,0,11,25,6,1,0,1,0,2,7,1,40,1,13,2,8,7,0,0
0,2,1,2,0,1,3,6,2,0,3,14,7,4,0,0,0,1,0,0,0,29,2,2,0,9,0,0,3,10,0,0,0,0,0,1,6,1,6,0,4,0,2,2,0,0
0,1,6,2,0,0,3,7,9,0,3,29,14,5,1,0,0,2,0,0,0,9,5,4,0,6,1,0,2,24,2,2,0,1,0,1,5,0,19,0,4,4,5,3,0,0
0,3,2,2,0,0,3,10,8,0,4,32,16,8,0,0,0,2,0,0,0,6,7,4,0,5,0,0,2,12,1,2,0,1,1,2,3,2,11,0,3,1,7,1,0,0
0,4,5,2,7,1,0,15,2,0,18,33,17,20,0,0,1,4,2,0,0,17,24,4,0,12,0,0,7,19,4,0,1,0,1,0,9,2,5,0,11,1,5,5,0,0
0,4,7,0,0,0,3,16,5,0,6,30,17,13,4,0,0,2,1,0,0,11,16,2,0,5,0,0,4,17,1,2,1,0,1,2,8,0,10,1,9,2,8,2,0,0
0,2,3,0,1,0,4,8,7,0,2,26,11,5,0,0,0,4,0,0,0,11,4,2,0,12,0,0,0,12,0,0,1,1,0,2,6,0,18,0,5,0,9,3,0,0
0,7,16,14,4,1,13,76,24,0,17,96,77,48,2,0,0,14,5,0,0,46,54,15,0,63,2,0,17,63,2,2,1,0,3,9,21,4,27,2,34,2,34,15,0,0
0,5,4,0,1,0,2,10,9,0,2,27,21,2,0,0,0,2,0,0,0,10,9,2,0,7,0,0,0,18,0,0,1,0,0,3,6,1,12,0,4,0,12,2,1,0
0,9,9,5,0,1,8,28,10,0,12,72,38,18,10,0,0,7,2,0,0,17,8,9,0,23,0,0,8,47,0,2,12,3,0,4,14,3,10,0,15,3,11,6,0,0
0,20,19,4,13,0,10,73,53,0,32,119,79,44,9,0,1,12,6,0,0,55,46,8,0,51,1,0,4,94,2,5,21,1,0,7,35,5,49,2,29,9,33,6,0,0
0,2,2,0,0,0,2,8,3,0,2,25,15,12,4,0,0,2,0,0,0,5,5,2,0,8,0,0,7,15,0,0,9,0,0,0,2,0,1,0,2,0,4,1,0,0
0,12,16,8,1,0,16,71,32,0,15,106,75,26,18,2,0,8,4,0,0,29,28,4,0,40,1,0,7,101,4,4,22,3,1,8,18,6,40,5,45,1,29,3,6,0
0,6,4,0,2,0,7,21,4,0,4,38,26,4,4,0,1,7,3,0,0,16,20,2,0,14,1,0,10,41,0,0,9,0,0,1,7,0,23,1,19,0,16,11,1,0
0,7,8,1,1,0,3,36,19,0,5,67,40,8,7,0,1,7,4,0,0,22,21,3,0,20,0,0,3,42,0,1,13,1,0,1,8,0,47,0,17,0,18,2,0,0
0,0,0,1,0,0,0,3,2,0,0,6,4,3,2,0,0,1,0,0,0,2,1,3,0,6,0,0,1,7,0,0,0,0,0,0,0,0,6,0,2,0,3,3,0,0
0,0,0,2,0,0,4,11,6,0,1,24,11,4,4,0,0,3,0,0,0,8,9,6,0,3,0,0,1,12,2,1,8,0,1,1,0,0,16,0,7,3,3,2,1,0
0,3,4,1,2,0,0,27,11,0,6,25,24,10,1,0,0,0,1,0,0,10,13,3,0,9,0,0,5,24,0,0,1,0,0,1,2,2,5,0,7,0,3,1,0,0
0,6,9,3,7,0,7,39,24,0,23,68,48,39,6,0,0,2,1,0,0,24,40,5,0,44,0,0,13,53,2,1,8,1,0,2,11,3,32,2,12,0,22,11,1,0
0,10,12,2,0,0,4,22,10,0,12,53,43,18,7,0,0,1,4,0,0,27,14,4,0,31,3,1,2,17,2,1,13,1,0,13,16,2,8,1,8,1,7,1,0,0
0,5,9,2,2,0,8,40,11,0,4,49,33,7,1,0,0,6,4,0,0,9,24,2,0,16,0,0,4,36,0,1,0,0,0,0,4,0,11,0,11,0,17,6,3,0
0,3,6,1,0,0,3,12,1,0,4,23,15,16,1,0,0,10,0,0,0,11,16,3,0,7,1,1,6,25,2,2,0,0,0,3,6,0,16,0,7,0,6,4,0,0
0,3,6,1,1,0,2,7,4,0,2,24,17,4,6,0,0,0,0,0,0,10,1,1,0,8,0,0,0,12,0,1,12,0,0,3,6,0,3,0,4,0,3,3,0,0
0,3,3,0,0,0,0,4,4,0,12,21,8,13,1,0,1,2,0,0,0,9,3,2,0,8,0,0,1,8,0,0,0,2,0,2,5,2,8,0,7,0,8,3,0,0
0,2,3,0,0,0,7,11,3,0,3,12,9,7,2,0,0,0,1,0,0,5,4,2,0,9,0,0,5,13,0,3,5,1,0,1,6,2,5,0,8,0,4,1,0,0
0,2,6,0,0,0,3,13,6,0,3,18,16,19,3,0,0,0,0,0,0,11,1,2,0,6,0,0,7,15,0,1,4,2,0,4,7,2,5,0,5,0,7,4,0,0
0,2,1,4,0,0,1,6,0,0,5,19,12,12,2,0,0,1,0,0,0,7,9,4,0,7,0,0,11,11,0,1,0,0,0,1,5,1,20,0,4,2,11,2,0,0
0,9,2,2,0,0,7,26,13,0,6,44,35,10,2,0,0,1,2,0,0,9,17,2,0,11,0,0,0,30,0,0,7,0,0,3,10,1,10,1,11,0,13,4,7,0
0,14,4,1,3,0,8,36,15,0,15,83,46,45,15,0,0,8,3,0,0,25,31,5,0,40,0,0,15,55,5,2,17,2,0,8,23,5,13,1,16,6,15,4,0,0
0,5,3,1,2,0,7,19,7,0,9,40,26,19,0,0,0,4,3,0,0,12,11,3,0,15,0,0,8,32,0,2,1,1,0,1,8,0,21,0,7,0,12,3,0,0
0,5,11,4,2,0,7,34,18,0,14,88,52,29,7,0,0,1,4,0,0,24,12,6,0,33,0,0,9,65,3,0,12,3,0,7,14,2,6,0,16,2,13,7,0,0
0,8,2,0,4,0,3,3,9,0,3,25,12,11,4,0,0,0,0,0,0,6,2,2,0,6,0,0,0,14,0,1,8,1,0,2,7,1,3,0,5,0,4,1,0,0
0,8,5,0,0,0,2,20,19,0,7,59,31,12,5,0,0,2,1,0,0,15,15,2,0,15,0,0,3,25,0,1,8,1,0,1,12,1,10,3,10,0,10,3,0,0
0,6,1,0,1,0,2,13,1,0,3,28,20,5,2,0,0,0,0,0,0,9,4,2,0,8,0,0,12,14,0,2,6,1,0,1,6,1,0,1,6,0,4,2,0,0
